Plot BID,date,count,AWF,AWF_MIN,AWF_MAX,AWF_SD,AWF_CNT,FRAREA,FRAREA_MIN,FRAREA_MAX,FRAREA_SD,FRAREA_CNT,FRPER,FRPER_MIN,FRPER_MAX,FRPER_SD,FRPER_CNT,FRWMH,FRWMH_MIN,FRWMH_MAX,FRWMH_SD,FRWMH_CNT,FRMAXW,FRMAXW_MIN,FRMAXW_MAX,FRMAXW_SD,FRMAXW_CNT,FWSD,FWSD_MIN,FWSD_MAX,FWSD_SD,FWSD_CNT,FRMHMW,FRMHMW_MIN,FRMHMW_MAX,FRMHMW_SD,FRMHMW_CNT,FRMH,FRMH_MIN,FRMH_MAX,FRMH_SD,FRMH_CNT,FHSD,FHSD_MIN,FHSD_MAX,FHSD_SD,FHSD_CNT,FRSPH,FRSPH_MIN,FRSPH_MAX,FRSPH_SD,FRSPH_CNT,FRSIEMAX,FRSIEMAX_MIN,FRSIEMAX_MAX,FRSIEMAX_SD,FRSIEMAX_CNT,FRSIEMID,FRSIEMID_MIN,FRSIEMID_MAX,FRSIEMID_SD,FRSIEMID_CNT,FRCSI,FRCSI_MIN,FRCSI_MAX,FRCSI_SD,FRCSI_CNT,FRPB,FRPB_MIN,FRPB_MAX,FRPB_SD,FRPB_CNT,FRDB,FRDB_MIN,FRDB_MAX,FRDB_SD,FRDB_CNT,FRSTRI,FRSTRI_MIN,FRSTRI_MAX,FRSTRI_SD,FRSTRI_CNT,FRELIP,FRELIP_MIN,FRELIP_MAX,FRELIP_SD,FRELIP_CNT,FRRECT,FRRECT_MIN,FRRECT_MAX,FRRECT_SD,FRRECT_CNT,FWID01,FWID01_MIN,FWID01_MAX,FWID01_SD,FWID01_CNT,FWID02,FWID02_MIN,FWID02_MAX,FWID02_SD,FWID02_CNT,FWID03,FWID03_MIN,FWID03_MAX,FWID03_SD,FWID03_CNT,FWID04,FWID04_MIN,FWID04_MAX,FWID04_SD,FWID04_CNT,FWID05,FWID05_MIN,FWID05_MAX,FWID05_SD,FWID05_CNT,FWID06,FWID06_MIN,FWID06_MAX,FWID06_SD,FWID06_CNT,FWID07,FWID07_MIN,FWID07_MAX,FWID07_SD,FWID07_CNT,FWID08,FWID08_MIN,FWID08_MAX,FWID08_SD,FWID08_CNT,FWID09,FWID09_MIN,FWID09_MAX,FWID09_SD,FWID09_CNT,FHT01,FHT01_MIN,FHT01_MAX,FHT01_SD,FHT01_CNT,FHT02,FHT02_MIN,FHT02_MAX,FHT02_SD,FHT02_CNT,FHT03,FHT03_MIN,FHT03_MAX,FHT03_SD,FHT03_CNT,FHT04,FHT04_MIN,FHT04_MAX,FHT04_SD,FHT04_CNT,FHT05,FHT05_MIN,FHT05_MAX,FHT05_SD,FHT05_CNT,FHT06,FHT06_MIN,FHT06_MAX,FHT06_SD,FHT06_CNT,FHT07,FHT07_MIN,FHT07_MAX,FHT07_SD,FHT07_CNT,FHT08,FHT08_MIN,FHT08_MAX,FHT08_SD,FHT08_CNT,FHT09,FHT09_MIN,FHT09_MAX,FHT09_SD,FHT09_CNT,FEXTL,FEXTL_MIN,FEXTL_MAX,FEXTL_SD,FEXTL_CNT,FEXTA,FEXTA_MIN,FEXTA_MAX,FEXTA_SD,FEXTA_CNT,FEXTB,FEXTB_MIN,FEXTB_MAX,FEXTB_SD,FEXTB_CNT,SFEXTL_SD_AVG,SFEXTL_SD_SD,SFEXTA_SD_AVG,SFEXTA_SD_SD,SFEXTB_SD_AVG,SFEXTB_SD_SD,FEXTHUE,FEXTHUE_MIN,FEXTHUE_MAX,FEXTHUE_SD,FEXTHUE_CNT,SFEXTHUE_SD_AVG,SFEXTHUE_SD_SD,FEXTCHR,FEXTCHR_MIN,FEXTCHR_MAX,FEXTCHR_SD,FEXTCHR_CNT,SFEXTCHR_SD_AVG,SFEXTCHR_SD_SD,GRWT
SHIFTP00000000879561953097503,230321,1,0.19,0.1283,0.2352,0.0419,7,79.9768,54.0118,98.9949,17.6183,7,37.4271,29.591,42.6615,4.4962,7,9.826,7.7474,11.0677,1.166,7,10.0307,7.7799,11.263,1.2004,7,1.5894,0.8835,2.3209,0.488,7,9.6432,7.5509,11.8797,1.6613,7,9.9455,8.4297,12.1075,1.5526,7,1.3766,1.0379,2.246,0.4191,7,12.2551,9.3942,15.6822,2.1831,7,0.9975,0.8186,1.2566,0.1507,7,0.9885,0.7863,1.2984,0.1777,7,1.2523,0.9783,1.5691,0.2031,7,0.8365,0.609,0.9748,0.1139,7,0.8003,0.6904,0.9496,0.0826,7,1.0512,0.7876,1.296,0.1596,7,0.9183,0.8932,0.9675,0.0268,7,0.7615,0.6886,0.8432,0.0503,7,5.2548,4.1341,6.9987,1.1015,7,7.8264,6.5104,9.1146,0.9274,7,9.0215,7.2265,10.6119,1.1445,7,9.6354,7.6172,11.1328,1.1997,7,9.826,7.7474,11.0677,1.166,7,9.7237,7.5846,10.8398,1.0908,7,9.3145,7.194,10.5143,1.1148,7,8.1798,6.3151,9.4075,1.2375,7,6.436,4.5573,7.845,1.1293,7,6.4118,4.166,9.8618,1.89,7,8.2856,6.7047,11.4891,1.6692,7,9.062,7.9415,11.8471,1.4687,7,9.5688,8.1042,11.424,1.3008,7,9.6432,7.5509,11.8797,1.6613,7,9.6525,8.2344,12.075,1.6679,7,9.2713,7.616,11.8146,1.7655,7,8.1879,6.6721,10.6754,1.6274,7,6.2676,5.2075,8.2344,1.0591,7,0.3224,0.2846,0.3623,0.0286,7,0.4297,0.4201,0.4393,0.0072,7,0.5945,0.5773,0.6128,0.0149,7,0.0687,0.0136,0.0152,0.0018,0.0271,0.0052,0.259,0.2386,0.268,0.0108,7,0.0428,0.0052,0.5192,0.5133,0.5281,0.0064,7,0.0097,0.0025,1.33
SHIFTP00000000879561953097504,230321,1,0.2,0.1765,0.2284,0.0263,3,84.4704,74.5243,96.4664,11.1138,3,41.1566,37.816,45.0485,3.6476,3,9.1905,8.431,10.4166,1.0719,3,9.4943,8.8216,10.6119,0.9746,3,1.039,0.8387,1.1905,0.1809,3,10.491,10.3174,10.6429,0.1638,3,10.6646,10.4151,11.066,0.351,3,1.2045,1.1577,1.2486,0.0455,3,12.7876,12.4571,13.0327,0.2972,3,1.1325,0.9814,1.2544,0.1388,3,1.1526,0.9905,1.2624,0.1433,3,1.4055,1.1959,1.5269,0.1823,3,0.9867,0.9552,1.0125,0.029,3,0.8248,0.7969,0.8417,0.0244,3,1.1974,1.1429,1.2706,0.0659,3,0.867,0.8333,0.8858,0.0292,3,0.7934,0.7519,0.8194,0.0363,3,6.3693,6.0872,6.8685,0.4335,3,7.5629,7.0963,8.3008,0.6464,3,8.3767,7.7474,9.4726,0.9526,3,8.9084,8.138,10.026,0.9907,3,9.1905,8.431,10.4166,1.0719,3,9.3533,8.6914,10.5143,1.0088,3,9.4509,8.7565,10.5794,0.9859,3,9.082,8.3333,10.5468,1.2687,3,7.6606,5.957,9.8307,1.9785,3,6.8783,6.4443,7.258,0.4095,3,9.417,9.1132,9.6665,0.2806,3,10.274,9.8943,10.6754,0.391,3,10.4693,10.1547,10.9684,0.4371,3,10.491,10.3174,10.6429,0.1638,3,9.7207,7.974,11.0009,1.5664,3,10.2089,9.7967,10.8707,0.5789,3,9.775,9.1783,10.4802,0.6577,3,8.3104,7.3556,9.1457,0.901,3,0.3154,0.2892,0.3545,0.0345,3,0.4487,0.423,0.4856,0.0327,3,0.5882,0.5726,0.6052,0.0163,3,0.0616,0.0081,0.025,0.0169,0.0274,0.0048,0.2322,0.1636,0.2761,0.0602,3,0.0575,0.0285,0.524,0.5099,0.5395,0.0148,3,0.0129,0.0054,0.6
SHIFTP00000000879561953097505,230321,1,0.258,0.2115,0.2923,0.0407,5,103.0666,84.4902,116.749,16.2473,5,42.9865,39.7696,45.1517,2.7325,5,9.9935,9.4075,10.9049,0.5615,5,10.358,9.8958,11.1002,0.4483,5,1.1925,1.0127,1.4139,0.1838,5,11.079,8.7552,13.3443,1.9636,5,11.9903,10.0245,13.6698,1.6217,5,1.3039,0.8735,1.6932,0.2926,5,13.6695,10.9017,16.3271,2.3005,5,1.1595,0.9839,1.3814,0.1696,5,1.1095,0.879,1.3756,0.1969,5,1.3689,1.0945,1.6831,0.2299,5,0.9894,0.9045,1.0588,0.0581,5,0.822,0.7543,0.8657,0.0443,5,1.2091,1.0448,1.4037,0.1325,5,0.8917,0.8485,0.9237,0.0296,5,0.808,0.7514,0.8402,0.034,5,6.4583,5.664,6.901,0.4698,5,8.2291,7.0963,9.4401,0.8355,5,9.1731,7.9752,10.5468,0.9153,5,9.72,8.6263,11.0677,0.8712,5,9.9935,9.4075,10.9049,0.5615,5,10.1041,9.733,10.6119,0.3388,5,10.1497,9.8307,10.2864,0.1833,5,9.8632,9.6028,10.0911,0.1827,5,8.6133,8.2682,9.0169,0.3059,5,8.5404,7.5835,10.1872,1.0921,5,10.5453,9.3085,11.9122,1.1371,5,11.5217,9.9269,13.0839,1.3504,5,11.6844,9.9594,13.6698,1.4624,5,11.079,8.7552,13.3443,1.9636,5,11.4696,9.2759,13.4419,2.0498,5,11.5672,9.699,13.2467,1.7063,5,10.6494,8.2019,12.3353,1.8312,5,8.306,4.9146,10.2849,2.2279,5,0.3638,0.3232,0.3988,0.033,5,0.4204,0.4103,0.4355,0.0103,5,0.6158,0.5962,0.6389,0.0192,5,0.075,0.0092,0.0176,0.0053,0.0297,0.0035,0.2478,0.2394,0.2642,0.0102,5,0.0395,0.0077,0.5278,0.5181,0.5374,0.0078,5,0.0118,0.0016,1.29
SHIFTP00000000879561953097506,230321,1,0.148,0.1209,0.1822,0.024,5,80.405,65.6973,98.9684,13.0272,5,38.8971,32.5524,44.5062,4.3798,5,9.4922,8.5937,10.2213,0.5817,5,9.7395,8.9518,10.319,0.5371,5,1.4746,0.9408,1.9415,0.3899,5,9.6014,6.9976,12.791,2.1204,5,10.4216,8.9504,12.8235,1.436,5,1.3814,0.9666,2.1084,0.4638,5,12.6304,11.2278,15.8797,1.8515,5,1.0675,0.9838,1.2427,0.1032,5,1.0083,0.7287,1.2514,0.1859,5,1.3285,1.1692,1.5536,0.1457,5,0.896,0.7357,0.9621,0.0942,5,0.753,0.6407,0.8567,0.0942,5,1.207,0.9277,1.4432,0.2115,5,0.8971,0.8176,0.9635,0.0556,5,0.7597,0.6757,0.8382,0.0645,5,5.1823,3.9062,6.7708,1.2174,5,7.1679,5.7291,8.1705,1.1457,5,8.457,7.5521,9.2122,0.6732,5,9.1276,8.2031,9.7656,0.5867,5,9.4922,8.5937,10.2213,0.5817,5,9.6159,8.9192,10.026,0.4401,5,9.3359,8.789,10.026,0.488,5,8.47,7.5195,9.082,0.6234,5,6.7643,5.7617,8.1054,1.0184,5,6.21,5.1424,7.5835,0.9844,5,8.1823,6.5094,9.4387,1.3288,5,9.4712,7.6486,11.0335,1.2288,5,10.0701,8.1693,12.1726,1.4307,5,9.6014,6.9976,12.791,2.1204,5,10.0701,8.8854,12.3679,1.3535,5,9.8162,8.8528,11.5868,1.1048,5,8.9765,7.5835,10.2523,0.9806,5,7.3036,5.3703,8.2344,1.1425,5,0.3433,0.3019,0.3662,0.025,5,0.4217,0.4116,0.4313,0.0071,5,0.6087,0.5876,0.6342,0.0179,5,0.0734,0.0123,0.0161,0.0015,0.032,0.0049,0.2554,0.242,0.2659,0.0097,5,0.0387,0.0039,0.5242,0.5158,0.5351,0.0078,5,0.0124,0.0029,0.74
SHIFTP00000000879561953097507,230321,1,0.255,0.1412,0.3026,0.0457,12,102.2085,56.5911,121.2989,18.2978,12,42.3439,29.8585,48.146,5.0795,12,10.7856,8.4961,12.3372,1.0835,12,10.9673,8.6588,12.4349,1.0811,12,1.3117,0.6342,2.1861,0.3952,12,10.4557,7.7462,12.8561,1.3519,12,11.2043,7.8113,13.0839,1.4517,12,1.1993,0.6617,2.0218,0.3721,12,12.9747,9.8817,16.0396,1.6399,12,1.0255,0.7988,1.2498,0.1326,12,0.9726,0.7704,1.1481,0.1137,12,1.2073,1.0007,1.4324,0.1398,12,0.9232,0.7558,1.0475,0.085,12,0.8326,0.6628,0.9407,0.0795,12,1.1216,0.823,1.4913,0.1747,12,0.8948,0.8349,0.953,0.0394,12,0.7953,0.7369,0.8621,0.0378,12,7.0095,4.5898,9.1471,1.3824,12,8.9572,7.487,10.8724,1.1005,12,9.9283,8.4961,11.914,1.054,12,10.4736,8.5612,12.3372,1.0705,12,10.7856,8.4961,12.3372,1.0835,12,10.753,8.2031,12.3046,1.1155,12,10.5604,7.7799,12.1419,1.1926,12,9.9853,6.5104,11.6862,1.503,12,8.4554,4.9479,10.8073,1.6987,12,7.8547,5.2401,9.7316,1.3257,12,9.8482,6.4118,11.4891,1.3721,12,10.6049,6.9325,12.7585,1.5362,12,10.5642,7.5184,13.0188,1.418,12,10.4557,7.7462,12.8561,1.3519,12,10.5859,7.7462,12.8561,1.3866,12,10.6782,7.6486,12.6283,1.4432,12,9.8672,7.0953,11.9773,1.4984,12,8.069,5.9561,10.6103,1.5313,12,0.3426,0.3148,0.3902,0.0232,12,0.4232,0.4125,0.43,0.0054,12,0.6034,0.5885,0.6279,0.0133,12,0.0709,0.0064,0.0157,0.0014,0.0282,0.0036,0.2578,0.2447,0.2677,0.0075,12,0.0387,0.0045,0.5216,0.5149,0.5323,0.0058,12,0.0104,0.0019,3.06
SHIFTP00000000879561953097508,230321,1,0.204,0.1582,0.2778,0.0397,10,86.9545,67.412,118.4144,16.9161,10,39.1273,34.3764,47.4675,4.4503,10,9.427,8.2682,10.319,0.7258,10,9.7363,8.7239,10.677,0.6716,10,1.2521,0.8566,1.6072,0.2771,10,10.5485,8.7226,13.8325,1.6149,10,10.9,9.1783,13.9627,1.4852,10,1.2389,1.0139,1.6832,0.2317,10,12.8406,10.6188,16.9701,2.0694,10,1.118,1.007,1.4203,0.1172,10,1.1167,0.9934,1.4165,0.1263,10,1.3598,1.1463,1.7377,0.1708,10,0.96,0.8577,1.0591,0.0648,10,0.8148,0.7336,0.9139,0.0641,10,1.1867,0.9385,1.3198,0.1376,10,0.9013,0.8639,0.9197,0.018,10,0.791,0.7631,0.8352,0.0212,10,5.8008,4.0039,7.3242,1.0133,10,7.679,6.5429,8.8541,0.8291,10,8.5774,7.4218,9.8307,0.8416,10,9.1211,7.8776,10.3515,0.792,10,9.427,8.2682,10.319,0.7258,10,9.5605,8.4961,10.4166,0.723,10,9.5442,8.138,10.6445,0.7632,10,9.0364,7.4544,10.3841,0.7534,10,7.6269,6.25,9.2122,0.8116,10,7.424,5.5981,10.4802,1.3445,10,9.4907,7.974,12.5632,1.2508,10,10.1449,8.1368,12.6934,1.2989,10,10.2003,8.2019,12.8235,1.4675,10,10.5485,8.7226,13.8325,1.6149,10,10.5062,8.8203,13.9627,1.7151,10,10.1547,8.3646,13.7023,1.6339,10,9.2531,7.7462,12.6608,1.4864,10,7.4761,6.1514,10.6754,1.4022,10,0.3265,0.2699,0.378,0.0373,10,0.4314,0.4127,0.4756,0.0201,10,0.5955,0.5643,0.6249,0.0214,10,0.0692,0.0101,0.0161,0.003,0.0272,0.0038,0.2504,0.1902,0.2739,0.0236,10,0.0416,0.0118,0.5207,0.5117,0.53,0.0062,10,0.0103,0.0018,2.04
SHIFTP00000000879561953097509,230321,1,0.1443,0.1294,0.1634,0.012,7,93.1517,83.5181,105.5064,7.7715,7,40.1521,36.8374,43.5638,2.4782,7,8.9936,7.9752,9.9283,0.7293,7,9.3145,8.0403,10.4492,0.8826,7,1.1574,0.776,1.6493,0.3168,7,11.5589,10.057,13.8976,1.1881,7,12.2284,10.9358,14.2882,1.0687,7,1.4954,0.8692,2.2757,0.4538,7,14.153,13.0267,17.3848,1.5114,7,1.3261,1.1498,1.7771,0.2091,7,1.2964,1.0956,1.7426,0.2113,7,1.5896,1.3327,2.1798,0.2797,7,0.9774,0.9224,1.0271,0.0423,7,0.7916,0.7234,0.876,0.0581,7,1.2393,1.1387,1.3824,0.0901,7,0.9012,0.853,0.9176,0.0228,7,0.7999,0.7514,0.8517,0.0334,7,5.5803,4.1341,6.5429,0.9316,7,7.1056,6.3476,7.7474,0.608,7,7.9473,7.4218,8.5937,0.47,7,8.4961,7.7799,9.1797,0.4766,7,8.9936,7.9752,9.9283,0.7293,7,9.2076,7.9101,10.4166,0.8838,7,9.2029,7.7799,10.3841,0.9434,7,8.7937,7.3567,10.0586,0.837,7,7.4963,6.3802,8.4635,0.6692,7,8.3878,7.2905,10.2523,0.9631,7,10.8986,9.8618,12.7585,0.9727,7,11.7727,10.4476,13.8,1.0161,7,11.9866,10.8707,14.0929,1.0148,7,11.5589,10.057,13.8976,1.1881,7,11.6565,9.4387,14.0278,1.4424,7,11.6612,10.2523,13.9952,1.256,7,10.615,8.8854,12.7585,1.2957,7,8.0903,4.8495,9.7967,1.7489,7,0.3236,0.2895,0.3506,0.0248,7,0.4287,0.4143,0.4472,0.0117,7,0.5988,0.5755,0.6233,0.0171,7,0.0746,0.0186,0.0165,0.0026,0.0309,0.0085,0.2544,0.2414,0.2681,0.009,7,0.0403,0.0081,0.5214,0.5133,0.5296,0.006,7,0.0117,0.0038,1.01
SHIFTP00000000879561953097510,230321,1,0.2575,0.1932,0.3228,0.0409,8,102.7118,77.0665,128.7453,16.3095,8,42.2333,37.0259,46.2515,3.1913,8,10.1359,8.7565,11.914,1.0535,8,10.4085,9.2122,12.0442,1.0453,8,1.2144,0.5948,1.9681,0.4313,8,11.4728,9.5363,12.7259,1.1309,8,11.7617,9.6014,12.7585,1.2018,8,1.2486,0.7242,1.573,0.299,8,14.1643,12.0522,15.9955,1.3521,8,1.1365,0.9832,1.3638,0.1376,8,1.1381,0.9964,1.3678,0.1271,8,1.4044,1.2506,1.6548,0.1445,8,0.9684,0.9286,1.0175,0.0301,8,0.8226,0.6579,0.9135,0.0871,8,1.1913,1.0535,1.5467,0.1601,8,0.9034,0.8743,0.9417,0.0207,8,0.8134,0.7681,0.8666,0.0302,8,6.6772,5.4362,7.8776,0.8697,8,8.2763,7.3242,9.5052,0.6205,8,9.2529,8.3659,10.6119,0.6433,8,9.851,8.5286,11.5559,0.9579,8,10.1359,8.7565,11.914,1.0535,8,10.3312,9.0494,11.9791,1.0301,8,10.2824,9.2122,11.8815,1.0319,8,9.8185,8.3333,11.3932,1.0969,8,8.4228,6.1523,10.026,1.4537,8,8.2629,5.9561,9.2759,1.1501,8,10.1913,7.8113,11.2938,1.1036,8,11.0863,8.9179,12.3353,1.1248,8,11.3223,9.2759,12.6283,1.146,8,11.4728,9.5363,12.7259,1.1309,8,11.4037,9.1783,12.5632,1.2277,8,11.1962,8.7552,12.3353,1.2808,8,10.354,8.2995,11.4891,1.3257,8,8.4704,7.0953,9.7641,0.9723,8,0.328,0.29,0.3697,0.0256,8,0.4284,0.4184,0.4348,0.0052,8,0.5893,0.5779,0.6088,0.0101,8,0.0669,0.0047,0.0144,0.0013,0.0257,0.0032,0.2675,0.2578,0.2739,0.0052,8,0.0399,0.0035,0.5156,0.5116,0.5227,0.0038,8,0.009,0.0016,2.06
SHIFTP00000000879561953097511,230321,1,0.245,0.1808,0.2835,0.0481,4,104.1754,76.8668,120.5514,20.4664,4,41.3034,34.8806,45.1172,4.4634,4,10.2376,8.0403,12.2721,1.731,4,10.7666,8.789,12.4674,1.5553,4,1.2062,0.9129,1.5586,0.3124,4,11.302,10.4151,12.7585,1.0311,4,11.6925,10.5453,13.2467,1.196,4,1.4164,0.8838,1.9697,0.4518,4,13.8549,12.3437,15.5269,1.3485,4,1.0948,0.9607,1.1998,0.1093,4,1.1237,0.9176,1.2954,0.1769,4,1.373,1.1571,1.5352,0.1831,4,0.998,0.8992,1.1016,0.104,4,0.8333,0.7905,0.9185,0.0579,4,1.2039,1.0,1.3661,0.1673,4,0.8956,0.872,0.9183,0.0209,4,0.81,0.7876,0.847,0.0261,4,7.1696,5.6966,8.3008,1.1878,4,8.5205,6.5755,9.7005,1.4461,4,9.3587,7.1289,10.8724,1.6032,4,9.8551,7.487,11.8164,1.7957,4,10.2376,8.0403,12.2721,1.731,4,10.5306,8.5612,12.4349,1.5864,4,10.6119,8.789,12.207,1.4404,4,10.1237,8.6263,11.2955,1.2635,4,8.6425,7.7799,10.2213,1.1215,4,8.5029,7.3556,9.7641,1.0242,4,10.6917,9.7641,11.8146,0.8473,4,11.3833,10.0896,12.9212,1.2147,4,11.5298,10.057,13.1816,1.3528,4,11.302,10.4151,12.7585,1.0311,4,10.8951,10.1547,12.2052,0.9091,4,10.7568,10.0245,12.1726,0.9977,4,10.0245,9.6014,10.9358,0.6147,4,7.1929,6.5745,8.2995,0.7915,4,0.3359,0.2996,0.3599,0.0289,4,0.4244,0.4195,0.4324,0.0057,4,0.5989,0.5857,0.6083,0.011,4,0.0664,0.0069,0.0143,0.0009,0.0263,0.0017,0.2611,0.2545,0.2664,0.0057,4,0.0393,0.0032,0.5194,0.5151,0.5236,0.0042,4,0.0096,0.0009,0.98
SHIFTP00000000879561953097512,230321,1,0.2007,0.154,0.2485,0.0304,14,81.1278,62.2524,100.4342,12.2743,14,38.8613,33.0753,46.1521,3.3549,14,9.361,8.2031,10.8724,0.6227,14,9.5703,8.3984,10.9375,0.5919,14,1.1296,0.7371,1.828,0.2763,14,9.7014,7.616,13.2141,1.6669,14,10.2825,8.1368,13.2467,1.4024,14,1.076,0.4765,2.0437,0.3503,14,12.2893,9.3851,16.3068,2.2866,14,1.0777,0.8094,1.368,0.1564,14,1.0403,0.7723,1.405,0.1898,14,1.3178,0.9799,1.7884,0.2594,14,0.9071,0.3544,1.0444,0.1666,14,0.8413,0.6928,0.9892,0.072,14,1.0866,0.4244,1.4138,0.2284,14,0.8986,0.8697,0.9265,0.0187,14,0.8014,0.7424,0.8443,0.0317,14,6.1895,5.0781,8.0403,0.8764,14,7.8753,6.608,9.7005,0.8581,14,8.7542,7.4218,10.5143,0.7972,14,9.1866,7.9752,10.8073,0.6833,14,9.361,8.2031,10.8724,0.6227,14,9.368,8.3984,10.6445,0.6069,14,9.1727,8.1054,10.1237,0.6875,14,8.4891,3.2877,9.9609,1.6364,14,7.6125,6.5104,9.2448,0.8229,14,7.0929,5.4028,9.341,1.0747,14,9.0109,7.3882,10.9358,1.1474,14,9.6037,7.8438,11.9448,1.3859,14,9.7083,7.5509,12.6283,1.5534,14,9.7014,7.616,13.2141,1.6669,14,10.0338,7.9089,12.9537,1.3756,14,9.8083,8.0717,11.8146,1.1016,14,9.0783,7.7462,10.6754,0.9223,14,7.3626,6.0863,9.7316,1.0539,14,0.3377,0.2827,0.3847,0.0278,14,0.4258,0.4155,0.4528,0.0094,14,0.6,0.5704,0.6198,0.0143,14,0.0694,0.0113,0.0152,0.0014,0.0284,0.004,0.2572,0.2467,0.2682,0.0069,14,0.0381,0.0067,0.5208,0.5134,0.5288,0.0049,14,0.0106,0.0018,2.81
SHIFTP00000000879561953097513,230321,1,0.2663,0.2196,0.3166,0.0299,8,102.6795,84.6899,122.0829,11.5299,8,41.5913,39.1383,47.022,2.5651,8,10.3556,9.7656,12.0768,0.7883,8,10.6486,10.1237,12.0768,0.6311,8,1.2451,0.8265,1.7492,0.3297,8,11.3101,9.5037,13.0514,1.4055,8,11.7251,9.8943,13.5396,1.2418,8,1.3334,0.8261,1.9642,0.4449,8,13.8162,11.6143,15.4961,1.4609,8,1.1044,0.9499,1.3039,0.1344,8,1.0973,0.8812,1.3103,0.1591,8,1.3399,1.1439,1.564,0.1694,8,0.9531,0.814,1.0294,0.0737,8,0.8137,0.7053,0.8778,0.0632,8,1.1777,1.0275,1.4319,0.1334,8,0.9021,0.8716,0.9544,0.0269,8,0.7958,0.7515,0.8417,0.0323,8,6.6772,4.72,7.5521,0.916,8,8.4188,6.9336,9.4726,0.8053,8,9.4075,8.5286,10.5143,0.699,8,9.9894,9.2122,11.4583,0.7773,8,10.3556,9.7656,12.0768,0.7883,8,10.4085,10.026,11.4908,0.4726,8,10.2498,9.7656,10.7096,0.2919,8,9.8226,9.5052,10.2539,0.2409,8,8.2519,7.487,9.4401,0.6755,8,7.7096,6.3141,9.341,1.0429,8,10.0245,9.0155,11.9773,0.8789,8,10.8626,9.8292,13.0514,1.0377,8,11.0741,9.6339,13.3768,1.2885,8,11.3101,9.5037,13.0514,1.4055,8,11.4525,9.1132,12.8235,1.2793,8,11.3304,9.0806,13.3768,1.403,8,10.647,8.1368,13.4094,1.6414,8,8.6006,6.3467,11.9122,1.7421,8,0.3587,0.2963,0.3931,0.0307,8,0.4211,0.4143,0.428,0.0047,8,0.6101,0.5969,0.6315,0.0124,8,0.0736,0.0104,0.0159,0.0015,0.0308,0.0037,0.2539,0.2423,0.2601,0.0062,8,0.0401,0.0033,0.5246,0.5192,0.5345,0.0056,8,0.0117,0.002,2.13
SHIFTP00000000879561953097514,230321,1,0.275,0.2105,0.3081,0.0354,10,108.825,83.2856,121.9208,14.0169,10,43.1655,36.921,47.5975,3.1565,10,11.0188,9.4075,12.4349,1.0859,10,11.2337,9.7981,12.8255,1.027,10,1.1956,0.8662,1.7348,0.303,10,10.9488,9.5688,12.4004,1.0423,10,11.4728,9.8943,13.0514,1.0886,10,1.1625,0.7794,1.5984,0.267,10,13.3261,11.2969,15.1252,1.2613,10,1.0284,0.8548,1.2413,0.1325,10,1.0023,0.7873,1.2384,0.1379,10,1.2195,0.9109,1.4658,0.161,10,0.9265,0.7669,1.0309,0.072,10,0.8686,0.7775,0.9495,0.0529,10,1.0711,0.8628,1.1951,0.1141,10,0.9036,0.8819,0.9259,0.0155,10,0.8147,0.7615,0.8504,0.0279,10,7.7799,6.6732,8.9518,0.8117,10,9.5703,7.9101,10.7747,1.0795,10,10.3776,8.431,11.6211,1.106,10,10.7649,8.9843,12.1093,1.0741,10,11.0188,9.4075,12.4349,1.0859,10,11.123,9.733,12.7604,1.0556,10,10.8886,9.733,12.5651,0.9932,10,10.1757,9.2122,11.9791,0.9754,10,8.4863,6.7057,10.7747,1.3298,10,8.4199,6.8023,10.2849,1.192,10,10.3207,8.9179,11.5217,1.0042,10,11.1539,9.7967,12.5957,1.1181,10,11.206,9.6014,12.7259,1.0465,10,10.9488,9.5688,12.4004,1.0423,10,11.0009,8.9179,12.9212,1.2576,10,10.8284,8.4622,12.6934,1.2081,10,10.0733,7.6811,11.5217,1.0854,10,8.3939,6.1839,10.2523,1.1435,10,0.3458,0.2876,0.4092,0.0347,10,0.4279,0.4102,0.4886,0.0222,10,0.6034,0.5645,0.6374,0.0202,10,0.0731,0.0114,0.0161,0.0036,0.0285,0.0038,0.2466,0.1611,0.2734,0.0311,10,0.0409,0.0109,0.5238,0.5123,0.5365,0.0065,10,0.0113,0.0024,2.75
