Plot BID,date,count,AWF,AWF_MIN,AWF_MAX,AWF_SD,AWF_CNT,FRAREA,FRAREA_MIN,FRAREA_MAX,FRAREA_SD,FRAREA_CNT,FRPER,FRPER_MIN,FRPER_MAX,FRPER_SD,FRPER_CNT,FRWMH,FRWMH_MIN,FRWMH_MAX,FRWMH_SD,FRWMH_CNT,FRMAXW,FRMAXW_MIN,FRMAXW_MAX,FRMAXW_SD,FRMAXW_CNT,FWSD,FWSD_MIN,FWSD_MAX,FWSD_SD,FWSD_CNT,FRMHMW,FRMHMW_MIN,FRMHMW_MAX,FRMHMW_SD,FRMHMW_CNT,FRMH,FRMH_MIN,FRMH_MAX,FRMH_SD,FRMH_CNT,FHSD,FHSD_MIN,FHSD_MAX,FHSD_SD,FHSD_CNT,FRSPH,FRSPH_MIN,FRSPH_MAX,FRSPH_SD,FRSPH_CNT,FRSIEMAX,FRSIEMAX_MIN,FRSIEMAX_MAX,FRSIEMAX_SD,FRSIEMAX_CNT,FRSIEMID,FRSIEMID_MIN,FRSIEMID_MAX,FRSIEMID_SD,FRSIEMID_CNT,FRCSI,FRCSI_MIN,FRCSI_MAX,FRCSI_SD,FRCSI_CNT,FRPB,FRPB_MIN,FRPB_MAX,FRPB_SD,FRPB_CNT,FRDB,FRDB_MIN,FRDB_MAX,FRDB_SD,FRDB_CNT,FRSTRI,FRSTRI_MIN,FRSTRI_MAX,FRSTRI_SD,FRSTRI_CNT,FRELIP,FRELIP_MIN,FRELIP_MAX,FRELIP_SD,FRELIP_CNT,FRRECT,FRRECT_MIN,FRRECT_MAX,FRRECT_SD,FRRECT_CNT,FWID01,FWID01_MIN,FWID01_MAX,FWID01_SD,FWID01_CNT,FWID02,FWID02_MIN,FWID02_MAX,FWID02_SD,FWID02_CNT,FWID03,FWID03_MIN,FWID03_MAX,FWID03_SD,FWID03_CNT,FWID04,FWID04_MIN,FWID04_MAX,FWID04_SD,FWID04_CNT,FWID05,FWID05_MIN,FWID05_MAX,FWID05_SD,FWID05_CNT,FWID06,FWID06_MIN,FWID06_MAX,FWID06_SD,FWID06_CNT,FWID07,FWID07_MIN,FWID07_MAX,FWID07_SD,FWID07_CNT,FWID08,FWID08_MIN,FWID08_MAX,FWID08_SD,FWID08_CNT,FWID09,FWID09_MIN,FWID09_MAX,FWID09_SD,FWID09_CNT,FHT01,FHT01_MIN,FHT01_MAX,FHT01_SD,FHT01_CNT,FHT02,FHT02_MIN,FHT02_MAX,FHT02_SD,FHT02_CNT,FHT03,FHT03_MIN,FHT03_MAX,FHT03_SD,FHT03_CNT,FHT04,FHT04_MIN,FHT04_MAX,FHT04_SD,FHT04_CNT,FHT05,FHT05_MIN,FHT05_MAX,FHT05_SD,FHT05_CNT,FHT06,FHT06_MIN,FHT06_MAX,FHT06_SD,FHT06_CNT,FHT07,FHT07_MIN,FHT07_MAX,FHT07_SD,FHT07_CNT,FHT08,FHT08_MIN,FHT08_MAX,FHT08_SD,FHT08_CNT,FHT09,FHT09_MIN,FHT09_MAX,FHT09_SD,FHT09_CNT,FEXTL,FEXTL_MIN,FEXTL_MAX,FEXTL_SD,FEXTL_CNT,FEXTA,FEXTA_MIN,FEXTA_MAX,FEXTA_SD,FEXTA_CNT,FEXTB,FEXTB_MIN,FEXTB_MAX,FEXTB_SD,FEXTB_CNT,SFEXTL_SD_AVG,SFEXTL_SD_SD,SFEXTA_SD_AVG,SFEXTA_SD_SD,SFEXTB_SD_AVG,SFEXTB_SD_SD,FEXTHUE,FEXTHUE_MIN,FEXTHUE_MAX,FEXTHUE_SD,FEXTHUE_CNT,SFEXTHUE_SD_AVG,SFEXTHUE_SD_SD,FEXTCHR,FEXTCHR_MIN,FEXTCHR_MAX,FEXTCHR_SD,FEXTCHR_CNT,SFEXTCHR_SD_AVG,SFEXTCHR_SD_SD,GRWT
SHIFTP00000000879561953097515,230321,1,0.2033,0.1756,0.2196,0.0241,3,85.6743,73.9998,92.5146,10.16,3,38.456,36.8646,39.3203,1.3798,3,9.3858,7.9101,10.1237,1.278,3,9.592,8.1705,10.3841,1.2337,3,0.8051,0.6069,0.9845,0.1895,3,9.7316,9.5037,9.8618,0.198,3,10.2632,9.992,10.6103,0.3161,3,0.7188,0.6048,0.8697,0.1363,3,11.8176,11.5752,12.0309,0.2293,3,1.0824,0.9622,1.2468,0.1474,3,1.0518,0.9388,1.2426,0.1662,3,1.2765,1.1434,1.4977,0.1929,3,0.9602,0.8489,1.0193,0.0964,3,0.8996,0.8842,0.9132,0.0145,3,1.0685,0.9296,1.1527,0.1212,3,0.8864,0.8785,0.8967,0.0094,3,0.8403,0.8241,0.8599,0.0181,3,7.0312,6.0872,7.9101,0.9132,3,8.4418,7.1289,9.2448,1.1464,3,8.8324,7.487,9.5703,1.167,3,9.2122,7.7474,10.1237,1.2812,3,9.3858,7.9101,10.1237,1.278,3,9.3207,8.138,10.3841,1.1278,3,8.9735,8.0729,10.3515,1.212,3,8.9735,8.0078,10.319,1.2015,3,8.3767,7.5846,9.733,1.1801,3,7.9089,7.8438,7.974,0.0651,3,9.4712,9.1783,9.8292,0.3303,3,9.9594,9.5688,10.2849,0.3624,3,10.133,9.9594,10.3825,0.2215,3,9.7316,9.5037,9.8618,0.198,3,9.9703,9.8292,10.2523,0.2443,3,10.1221,9.7316,10.5127,0.3906,3,9.916,9.8618,9.9594,0.0497,3,8.8528,8.2995,9.1457,0.4794,3,0.3357,0.3294,0.3464,0.0093,3,0.4288,0.425,0.4348,0.0053,3,0.5931,0.5915,0.5952,0.0019,3,0.0667,0.0065,0.0163,0.002,0.0253,0.0025,0.2594,0.2496,0.2648,0.0085,3,0.0396,0.0054,0.5179,0.516,0.5202,0.0022,3,0.0095,0.002,0.61
SHIFTP00000000879561953097516,230321,1,0.2562,0.1823,0.3308,0.0394,13,101.0647,71.9286,130.5343,15.5397,13,42.3508,37.6269,49.6197,3.062,13,11.1879,9.5377,12.9882,1.0419,13,11.3181,9.7005,13.0208,1.0041,13,1.5093,1.0805,2.5187,0.4954,13,10.1822,6.249,11.9448,1.3332,13,10.9408,10.1221,12.2377,0.7867,13,1.2526,0.779,1.7443,0.3002,13,13.1834,11.7383,15.6711,1.1194,13,0.9719,0.8132,1.1123,0.0914,13,0.9123,0.6552,1.0954,0.1188,13,1.1858,1.0137,1.3995,0.1308,13,0.8986,0.8308,0.9744,0.0495,13,0.8314,0.6919,0.9343,0.0786,13,1.0897,0.9144,1.3047,0.1185,13,0.9037,0.8158,0.9466,0.0361,13,0.7909,0.7141,0.8391,0.0421,13,6.9862,3.5807,9.1146,1.5635,13,9.2773,7.7474,10.7421,1.0167,13,10.3515,8.8216,12.0117,0.9133,13,10.9625,9.2448,12.7278,0.9844,13,11.1879,9.5377,12.9882,1.0419,13,11.1453,9.6354,12.9231,1.0085,13,10.8223,9.2773,12.8255,0.9942,13,10.0611,8.0078,12.5651,1.1669,13,7.9627,4.5898,11.2955,1.8558,13,7.8939,5.6306,9.8292,1.2096,13,9.5864,8.0717,11.0009,0.9943,13,10.2749,9.0155,11.5217,0.8131,13,10.5027,9.5363,12.1726,0.7764,13,10.1822,6.249,11.9448,1.3332,13,10.0545,6.5094,11.5868,1.3979,13,10.0871,7.5835,12.0424,1.2284,13,9.326,7.3882,11.5542,1.3181,13,7.273,5.5655,9.1783,1.1892,13,0.348,0.2811,0.3868,0.0288,13,0.4253,0.4132,0.4782,0.0167,13,0.6071,0.581,0.6229,0.0126,13,0.074,0.0072,0.0178,0.009,0.0304,0.0041,0.2501,0.1962,0.2618,0.017,13,0.0413,0.0141,0.5248,0.5177,0.5327,0.0047,13,0.0133,0.0054,3.33
SHIFTP00000000879561953097517,230321,1,0.1633,0.1283,0.2215,0.0507,3,74.6491,58.6423,101.2431,23.1899,3,36.1361,32.1019,43.2566,6.1848,3,8.8216,7.9427,10.319,1.3033,3,8.9409,8.2031,10.3841,1.2499,3,0.6417,0.5408,0.7364,0.0979,3,8.8637,7.7788,10.5127,1.4517,3,9.3519,8.2019,11.1311,1.5627,3,0.5593,0.4871,0.6137,0.0651,3,10.6047,9.4761,12.6026,1.7351,3,1.0437,0.9959,1.0719,0.0416,3,1.0033,0.9794,1.0188,0.021,3,1.2004,1.1868,1.2213,0.0184,3,0.9899,0.9653,1.0164,0.0256,3,0.8951,0.8689,0.9206,0.0259,3,1.1069,1.0733,1.1698,0.0546,3,0.8782,0.8607,0.8906,0.0156,3,0.8523,0.8381,0.8612,0.0125,3,6.8793,6.1198,8.0403,1.0213,3,7.8993,6.901,9.2448,1.2098,3,8.355,7.2265,9.8632,1.3588,3,8.6154,7.5521,10.1237,1.3423,3,8.8216,7.9427,10.319,1.3033,3,8.865,8.1054,10.3841,1.3156,3,8.8758,8.2031,10.1888,1.1371,3,8.7131,8.0729,9.9609,1.0808,3,7.9318,7.4218,8.9518,0.8833,3,7.8547,6.7372,9.5688,1.5072,3,9.0372,7.8764,10.8382,1.5812,3,9.124,7.616,11.066,1.7655,3,8.8203,7.3556,10.5778,1.6309,3,8.8637,7.7788,10.5127,1.4517,3,8.9504,8.1042,10.4476,1.3003,3,8.9613,8.1368,10.4151,1.2628,3,8.766,7.9415,10.3174,1.3444,3,7.5726,6.8674,8.9504,1.1933,3,0.3322,0.3263,0.3434,0.0097,3,0.4275,0.4219,0.4344,0.0063,3,0.5936,0.5872,0.6014,0.0072,3,0.0722,0.0051,0.0152,0.0007,0.0309,0.0022,0.2642,0.2618,0.2675,0.0029,3,0.0407,0.0033,0.5178,0.5165,0.5199,0.0019,3,0.0119,0.0016,0.49
SHIFTP00000000879561953097518,230321,1,0.2,0.1768,0.2286,0.0218,4,94.4704,83.4996,107.9914,10.318,4,40.5793,37.1872,44.6288,3.0632,4,10.1725,9.2448,11.1979,0.8708,4,10.4248,9.7005,11.263,0.7769,4,1.2581,0.6687,1.5498,0.4136,4,10.5778,10.2849,11.066,0.3382,4,11.0741,10.5127,12.2052,0.7745,4,1.3641,0.7694,2.1851,0.6007,4,13.4855,12.3484,15.4247,1.3388,4,1.0652,0.9449,1.1273,0.0842,4,1.0448,0.9359,1.1336,0.0817,4,1.3377,1.1656,1.6685,0.2251,4,0.9349,0.8662,1.0123,0.0645,4,0.8467,0.811,0.9094,0.0449,4,1.1062,1.0207,1.2377,0.0952,4,0.8891,0.8383,0.9347,0.0434,4,0.7832,0.7158,0.863,0.0616,4,6.722,6.0547,7.7148,0.7134,4,8.5937,7.845,9.082,0.5329,4,9.6272,9.1146,10.3841,0.5533,4,10.0423,9.4726,10.9375,0.6578,4,10.1725,9.2448,11.1979,0.8708,4,10.2946,9.4075,11.1328,0.8232,4,10.1237,9.1146,10.8398,0.8608,4,9.5215,8.0078,10.677,1.1541,4,7.7392,4.9805,9.6028,1.9602,4,8.1856,6.6071,9.341,1.2286,4,9.8618,8.7552,10.6429,0.8762,4,10.2442,9.4387,10.8707,0.656,4,10.2116,9.6339,10.8707,0.5551,4,10.5778,10.2849,11.066,0.3382,4,10.1221,8.4948,12.1401,1.5715,4,9.9106,7.9415,11.782,1.601,4,8.8609,6.3792,10.5453,1.8523,4,7.022,4.1009,9.1457,2.2377,4,0.3219,0.3072,0.3337,0.011,4,0.4296,0.4236,0.4332,0.0042,4,0.5882,0.5754,0.6062,0.013,4,0.0659,0.0042,0.0148,0.0012,0.0266,0.0035,0.2681,0.2555,0.2812,0.0107,4,0.0403,0.0028,0.5155,0.5096,0.5234,0.0058,4,0.0095,0.0021,0.8
SHIFTP00000000879561953097519,230321,1,0.2729,0.1541,0.3589,0.076,7,94.4047,53.3052,124.1753,26.2854,7,41.4943,35.1433,49.6162,5.1016,7,9.5982,8.2682,10.8073,0.9556,7,9.7981,8.3008,10.9049,1.0477,7,1.4228,0.8516,1.8164,0.377,7,10.9172,7.0953,14.874,2.817,7,11.6983,8.0066,14.9391,2.3373,7,1.3661,0.9188,2.2094,0.46,7,14.42,10.9783,19.4243,2.7598,7,1.1929,0.946,1.4709,0.2016,7,1.1415,0.7414,1.5385,0.2941,7,1.5077,1.2591,2.0091,0.2812,7,0.9367,0.8605,1.0,0.0539,7,0.7787,0.5097,0.9213,0.1344,7,1.2425,1.0085,1.7803,0.2741,7,0.8813,0.8207,0.9241,0.0373,7,0.77,0.6952,0.8409,0.0511,7,5.7989,3.3529,6.9661,1.2611,7,7.5102,4.2969,9.1797,1.5984,7,8.696,7.1289,10.2213,1.0317,7,9.2308,7.9752,10.677,0.9744,7,9.5982,8.2682,10.8073,0.9556,7,9.6679,8.2356,10.8398,1.0088,7,9.5377,8.0078,10.7747,1.1119,7,9.0029,7.6497,10.5794,1.1581,7,6.8685,3.8411,10.1237,2.0094,7,8.4715,4.6868,11.4891,2.5053,7,9.8571,5.9236,13.0188,2.55,7,10.3686,5.5655,14.0278,2.945,7,10.8335,7.1278,14.8089,2.7389,7,10.9172,7.0953,14.874,2.817,7,11.4008,7.8764,14.2231,2.2207,7,11.0521,7.6486,13.9301,2.0697,7,10.0617,7.1278,12.791,1.7279,7,7.788,6.0538,9.4061,1.2151,7,0.3575,0.325,0.3861,0.0199,7,0.4375,0.4167,0.5175,0.0357,7,0.6123,0.5924,0.6251,0.0115,7,0.0777,0.0123,0.0229,0.017,0.0303,0.0038,0.2305,0.1322,0.2625,0.0445,7,0.0438,0.014,0.533,0.517,0.5699,0.0173,7,0.0156,0.0091,1.91
SHIFTP00000000879561953097520,230321,1,0.1891,0.1064,0.2425,0.0464,11,84.1716,47.3419,107.9294,20.6524,11,37.3994,30.4056,42.2731,4.6469,11,9.0761,6.5104,11.1002,1.2927,11,9.2714,6.7057,11.2304,1.3202,11,1.1397,0.4382,2.2197,0.4859,11,10.3855,7.1278,13.2467,2.1101,11,10.9802,8.4297,13.6372,1.7084,11,1.3068,0.6712,1.9805,0.4503,11,12.7977,8.5223,16.2316,2.5964,11,1.1902,0.9521,1.3965,0.1395,11,1.1461,0.8401,1.4379,0.1809,11,1.4104,1.085,1.762,0.2088,11,0.938,0.8732,1.0141,0.0376,11,0.8055,0.6833,0.925,0.0806,11,1.1744,1.0378,1.3654,0.1175,11,0.9045,0.8387,0.9444,0.0306,11,0.7938,0.7309,0.845,0.0359,11,5.6197,4.0364,6.8034,0.9025,11,7.2413,6.0221,8.138,0.7469,11,8.1439,6.4127,9.3099,0.9064,11,8.792,6.4778,10.7747,1.1735,11,9.0761,6.5104,11.1002,1.2927,11,9.1057,6.6732,11.1979,1.3323,11,8.9429,6.5755,11.0677,1.3238,11,8.502,6.25,10.2539,1.179,11,7.2236,5.7617,8.4961,0.9239,11,7.3704,6.0863,8.8528,0.8493,11,9.6665,7.5835,11.3264,1.2459,11,10.4772,8.0066,12.5957,1.532,11,10.3825,7.5835,13.149,1.8909,11,10.3855,7.1278,13.2467,2.1101,11,10.6103,7.0302,13.6047,1.9308,11,10.1961,7.0627,12.8561,1.7813,11,9.3203,6.6721,11.6519,1.647,11,7.4562,5.7283,9.8618,1.3963,11,0.3373,0.2878,0.4079,0.0322,11,0.428,0.4112,0.4458,0.0093,11,0.5989,0.5787,0.6277,0.0139,11,0.0746,0.0083,0.0173,0.0044,0.0288,0.0036,0.2556,0.2367,0.2701,0.0097,11,0.0435,0.0113,0.521,0.5135,0.5311,0.0052,11,0.0109,0.0021,2.08
SHIFTP00000000879561953097521,230321,1,0.255,0.2367,0.2782,0.0191,4,107.6551,99.924,117.4318,8.0519,4,43.3518,41.2009,44.905,1.7265,4,11.2874,9.9609,12.858,1.4334,4,11.3851,10.1237,12.9882,1.4517,4,1.5255,0.7755,2.8429,0.956,4,11.3182,10.2198,13.4094,1.4302,4,11.9529,11.2613,13.6698,1.1496,4,1.6075,0.7907,3.217,1.1216,4,14.4631,12.9216,17.524,2.0746,4,1.0563,0.9201,1.1308,0.0974,4,1.0082,0.8417,1.0797,0.1121,4,1.2831,1.1352,1.3629,0.1023,4,0.8238,0.5646,0.9967,0.199,4,0.7969,0.6076,0.9073,0.131,4,1.0251,0.9292,1.1731,0.1153,4,0.8963,0.8742,0.9272,0.0223,4,0.7692,0.635,0.8484,0.101,4,7.0475,5.5013,7.7799,1.0452,4,8.8785,7.8125,9.9935,0.9462,4,10.262,9.3099,11.3281,0.8908,4,11.027,9.7005,12.2721,1.352,4,11.2874,9.9609,12.858,1.4334,4,10.8968,10.0911,11.7187,0.9304,4,10.1562,9.7005,10.7747,0.4487,4,9.0901,7.2591,9.9283,1.2433,4,7.5439,4.4922,9.0169,2.0737,4,7.7462,5.2401,9.0481,1.7072,4,9.6909,8.0066,10.5453,1.1425,4,10.7324,10.4476,11.2613,0.3618,4,11.3915,10.6429,12.5632,0.8238,4,11.3182,10.2198,13.4094,1.4302,4,11.6925,10.6754,13.507,1.2468,4,11.123,10.3174,11.6193,0.5794,4,9.4305,7.7788,10.9684,1.5494,4,7.3882,4.6217,9.4061,2.3239,4,0.3477,0.3208,0.3894,0.0307,4,0.424,0.4128,0.434,0.0087,4,0.6001,0.5846,0.6214,0.0155,4,0.0703,0.0074,0.015,0.0007,0.0282,0.0023,0.2608,0.2522,0.2666,0.0061,4,0.0387,0.007,0.52,0.5153,0.5279,0.0055,4,0.0102,0.001,1.02
SHIFTP00000000879561953097522,230321,1,0.2388,0.1789,0.2902,0.0426,8,96.3099,72.1643,117.0679,17.1939,8,41.7307,35.9335,46.5982,4.4276,8,10.0423,7.9101,11.5559,1.2216,8,10.3678,8.4961,12.0117,1.1009,8,1.2348,0.8626,1.7808,0.3469,8,10.1547,9.3085,11.782,0.8084,8,11.3182,9.9594,12.8886,1.0759,8,1.1792,0.8393,1.4867,0.1986,8,12.7244,10.8857,14.3888,1.0381,8,1.0968,0.9809,1.269,0.1006,8,1.0216,0.8574,1.1768,0.1199,8,1.2777,1.0814,1.4305,0.1294,8,0.9635,0.8846,1.0804,0.0754,8,0.8167,0.6904,0.8721,0.0582,8,1.1832,1.0433,1.3454,0.0999,8,0.8864,0.8449,0.9289,0.0278,8,0.7943,0.7283,0.832,0.0313,8,6.6732,4.4271,8.3659,1.1925,8,8.2072,6.3151,9.7656,1.2079,8,9.1674,7.4544,10.5468,1.1465,8,9.7249,7.7474,11.1979,1.1966,8,10.0423,7.9101,11.5559,1.2216,8,10.1928,8.3333,11.9791,1.1776,8,10.083,8.431,11.914,1.1168,8,9.6272,8.4961,11.3281,0.9681,8,7.8857,5.664,10.2864,1.5147,8,7.8357,6.6396,8.9504,0.8515,8,9.7723,8.1368,10.8056,0.8366,8,10.5005,9.3085,12.1075,0.9273,8,10.4435,9.1783,12.3353,0.9517,8,10.1547,9.3085,11.782,0.8084,8,10.7324,9.0155,12.4981,1.2376,8,10.9277,8.5924,12.791,1.4254,8,10.2442,8.0066,12.1401,1.5085,8,8.1246,5.8585,10.35,1.6349,8,0.3372,0.2844,0.3793,0.0335,8,0.4233,0.4156,0.4311,0.0052,8,0.6022,0.5801,0.6215,0.0123,8,0.0724,0.0077,0.0149,0.0009,0.028,0.0027,0.2595,0.2457,0.2769,0.0096,8,0.0382,0.0034,0.5209,0.5114,0.5291,0.0054,8,0.0104,0.0017,1.91
SHIFTP00000000879561953097523,230321,1,0.128,0.095,0.1558,0.0221,5,82.4085,61.1484,100.2752,14.239,5,37.2536,32.1994,42.0974,3.6109,5,8.9778,7.8125,10.0586,1.0021,5,9.2838,8.4961,10.2539,0.8784,5,0.9405,0.5605,1.4807,0.3423,5,10.1612,7.9415,11.3915,1.3686,5,10.5453,8.4297,11.782,1.2791,5,0.9585,0.6042,1.3476,0.3345,5,12.2754,9.4444,13.7983,1.7186,5,1.1379,0.9922,1.3055,0.1234,5,1.1389,0.9456,1.4206,0.1768,5,1.3758,1.1245,1.7186,0.2203,5,0.9349,0.7948,1.0167,0.0846,5,0.9155,0.8155,1.0,0.0663,5,1.0249,0.8683,1.1905,0.1141,5,0.9009,0.8823,0.9365,0.0216,5,0.8199,0.7924,0.8545,0.0234,5,6.5885,5.4687,7.3567,0.8048,5,8.1771,7.6497,9.1471,0.5839,5,8.8411,8.1705,9.9609,0.6705,5,9.0429,8.431,10.1562,0.7407,5,8.9778,7.8125,10.0586,1.0021,5,8.8086,7.2591,10.1237,1.1217,5,8.6328,7.7148,9.8307,0.8001,5,8.3528,7.7799,9.7656,0.8156,5,6.9922,5.4036,8.3008,1.0589,5,8.0391,6.5745,9.5688,1.358,5,9.5819,8.1368,10.5453,1.0683,5,9.9789,8.3971,11.2287,1.1005,5,10.0115,7.9089,11.066,1.2914,5,10.1612,7.9415,11.3915,1.3686,5,10.2653,7.8764,11.6844,1.4462,5,10.0245,7.7462,11.5542,1.3961,5,9.3475,7.4533,10.3174,1.1397,5,7.7137,6.6071,8.5924,0.8682,5,0.3603,0.3305,0.3908,0.0217,5,0.4228,0.4175,0.4287,0.005,5,0.6121,0.6012,0.6276,0.0109,5,0.0769,0.014,0.0166,0.0021,0.0318,0.0041,0.2487,0.2288,0.2604,0.0125,5,0.0386,0.0042,0.5265,0.5203,0.5372,0.0066,5,0.0119,0.0021,0.64
SHIFTP00000000879561953097524,230321,1,0.2387,0.2112,0.2837,0.027,8,95.6819,84.6237,113.6818,10.8366,8,42.313,38.2981,49.3314,3.8019,8,10.0911,8.9192,10.7096,0.6899,8,10.3719,9.1471,11.1002,0.7018,8,1.2616,0.8414,1.9966,0.4259,8,10.6673,9.5688,12.9537,1.0849,8,11.4728,9.992,13.2141,1.1802,8,1.2811,1.0002,1.9543,0.3498,8,12.9549,10.9659,14.8727,1.4697,8,1.1091,0.9255,1.2646,0.119,8,1.0606,0.9204,1.2514,0.1189,8,1.2859,1.0661,1.4368,0.1382,8,0.9154,0.7767,1.0107,0.0836,8,0.8536,0.7538,1.0485,0.0847,8,1.0772,0.9228,1.2137,0.1041,8,0.8961,0.8456,0.9308,0.0354,8,0.7903,0.7434,0.8234,0.029,8,6.8481,5.1758,8.5286,1.083,8,8.6059,7.5521,10.5468,0.9634,8,9.4116,8.2031,11.0351,0.8796,8,9.9039,8.6914,10.7096,0.708,8,10.0911,8.9192,10.7096,0.6899,8,10.0748,9.0494,10.9375,0.668,8,9.8592,9.082,10.7096,0.5539,8,9.2,8.0403,9.8307,0.5826,8,7.2387,4.2318,8.4635,1.4241,8,7.8479,7.0953,9.7316,0.9229,8,9.9065,8.983,11.424,1.012,8,10.6714,9.0481,12.9212,1.4356,8,10.8341,8.8528,13.1816,1.5511,8,10.6673,9.5688,12.9537,1.0849,8,10.6754,9.6014,12.1401,0.9746,8,10.7161,9.4061,11.8146,1.0172,8,9.8984,8.6901,11.6844,1.0728,8,8.0676,6.4118,9.7641,1.2266,8,0.3332,0.2962,0.3631,0.0255,8,0.425,0.4188,0.4321,0.0054,8,0.5967,0.5819,0.6083,0.0112,8,0.0707,0.0075,0.0146,0.0014,0.0269,0.0033,0.2632,0.2475,0.2722,0.0082,8,0.0378,0.0044,0.5184,0.5128,0.5243,0.0045,8,0.0096,0.0015,1.91
SHIFTP00000000879561953097525,230321,1,0.2345,0.1815,0.2957,0.033,11,99.3031,76.8302,125.2147,13.9866,11,41.2444,36.0394,47.0606,3.462,11,10.5676,9.2448,11.8164,0.7634,11,10.7717,9.8307,11.8815,0.6827,11,1.3936,0.696,2.0254,0.4472,11,10.776,8.5599,13.0839,1.3982,11,11.3116,9.2108,13.3443,1.2036,11,1.2704,0.7931,1.8372,0.3712,11,13.3099,10.7663,16.4871,1.756,11,1.0532,0.8464,1.2382,0.1224,11,1.0232,0.7915,1.285,0.1415,11,1.2644,0.9341,1.5532,0.1777,11,0.9274,0.8312,1.0387,0.0666,11,0.8244,0.6612,0.9266,0.0878,11,1.1337,0.9288,1.3375,0.1162,11,0.9096,0.8766,0.9393,0.0214,11,0.7925,0.7288,0.8534,0.0405,11,6.3891,3.8086,8.6914,1.384,11,8.6914,7.2265,9.9935,0.944,11,9.7478,8.431,10.8073,0.8028,11,10.316,8.9843,11.263,0.7359,11,10.5676,9.2448,11.8164,0.7634,11,10.5794,9.6679,11.8815,0.6994,11,10.3338,9.4075,11.6536,0.6556,11,9.7804,8.4961,10.9049,0.7517,11,8.1587,5.5989,9.2122,1.1536,11,7.6693,5.6632,10.0896,1.4572,11,9.7049,7.6486,11.424,1.2967,11,10.6488,9.0481,12.5632,1.1696,11,10.9329,9.1132,13.2141,1.1691,11,10.776,8.5599,13.0839,1.3982,11,10.8175,8.8854,12.8886,1.412,11,10.2967,8.1042,12.3353,1.4464,11,9.5718,7.4207,10.9358,1.1289,11,7.8675,6.1188,9.5363,1.1252,11,0.3613,0.284,0.4425,0.0539,11,0.4162,0.3949,0.4376,0.0154,11,0.6105,0.5738,0.6483,0.0245,11,0.0751,0.0133,0.0162,0.002,0.03,0.0037,0.2609,0.2499,0.2745,0.0078,11,0.0362,0.0092,0.5232,0.5106,0.5374,0.0084,11,0.0112,0.0019,2.58
SHIFTP00000000879561953097526,230321,1,0.2022,0.1535,0.2439,0.0296,9,81.3739,61.7656,98.1505,11.916,9,37.3079,32.6575,40.9914,2.8841,9,8.9663,7.6823,10.1888,0.9998,9,9.1833,7.7148,10.2864,1.0156,9,0.8995,0.5261,1.2558,0.2426,9,9.9811,8.625,11.7169,0.9765,9,10.4476,8.7877,12.2052,0.9732,9,1.001,0.7273,1.5434,0.2684,9,12.0234,10.7107,14.4169,1.0937,9,1.1478,0.9619,1.3838,0.1475,9,1.1245,0.8721,1.3947,0.1571,9,1.3554,1.0512,1.6379,0.1876,9,0.951,0.8241,1.0168,0.0685,9,0.8622,0.7793,0.958,0.0573,9,1.1076,0.9481,1.2876,0.1121,9,0.9013,0.8732,0.9347,0.0203,9,0.8167,0.7479,0.8425,0.0321,9,6.3874,5.0781,7.4218,0.8307,9,7.7112,6.4127,8.8867,0.8184,9,8.3839,7.1614,9.6354,0.8323,9,8.789,7.6497,9.9609,0.9478,9,8.9663,7.6823,10.1888,0.9998,9,8.9988,7.5195,10.2539,1.0206,9,8.9409,7.5846,9.9935,0.9911,9,8.5033,7.1289,9.6679,0.921,9,7.4653,6.0872,8.9843,1.0263,9,7.8692,6.3141,9.3736,0.9565,9,9.3048,8.1368,10.2523,0.7437,9,9.9088,8.625,10.8382,0.8034,9,9.9522,8.6575,11.1311,0.8323,9,9.9811,8.625,11.7169,0.9765,9,10.2017,8.7226,12.1401,1.0285,9,10.1728,8.4948,11.9773,0.9541,9,9.5182,7.5184,11.066,0.9843,9,7.6269,5.891,9.341,1.1288,9,0.3176,0.2532,0.3653,0.0419,9,0.442,0.4211,0.4997,0.0307,9,0.5831,0.5408,0.6088,0.0267,9,0.0697,0.013,0.0159,0.006,0.0243,0.0061,0.2415,0.1586,0.2842,0.0459,9,0.0481,0.0204,0.5184,0.5074,0.5252,0.0064,9,0.0104,0.0041,1.82
